ecoregion,scientific_name,common_name,class,conservation_status,habitat_type,image_url,attribution,description,species_id
Congo Basin,Conus cepasi,,GASTROPODA,VU,Marine,https://upload.wikimedia.org/wikipedia/commons/b/b1/Conus_cepasi_1.jpg,Wikimedia Commons,"Conus cepasi is a species of predatory sea snail, a marine gastropod mollusk in the family Conidae, known as the cone snails, cone shells or cones.",2b50b5df-2381-4068-8744-c3fa5911abd9
Congo Basin,Conus xicoi,,GASTROPODA,VU,Marine,https://upload.wikimedia.org/wikipedia/commons/0/07/Conus_xicoi_1.jpg,Wikimedia Commons,"Conus xicoi is a species of sea snail, a marine gastropod mollusk in the family Conidae, the cone snails and their allies.",4579a3ee-5cd9-4516-a369-cccb813991b1
Congo Basin,Conus allaryi,,GASTROPODA,VU,Marine,https://upload.wikimedia.org/wikipedia/commons/1/1c/Conus_allaryi_1.jpg,Wikimedia Commons,"Conus allaryi is a species of sea snail, a marine gastropod mollusk in the family Conidae, the cone snails and their allies.",8ae78fb6-4b15-468d-b4d4-783462232dae
Congo Basin,Gabbiella stanleyi,,GASTROPODA,VU,Freshwater,https://upload.wikimedia.org/wikipedia/commons/b/b8/Bithynia_fuchsiana.png,Wikimedia Commons,"Gabbiella stanleyi is a species of small freshwater snails with an operculum, aquatic prosobranch gastropod mollusks in the family Bithyniidae.",87449887-afca-41a2-8cde-825a550f7b7e
Congo Basin,Gabbiella stanleyi,,GASTROPODA,VU,Freshwater,https://upload.wikimedia.org/wikipedia/commons/b/b8/Bithynia_fuchsiana.png,Wikimedia Commons,"Gabbiella stanleyi is a species of small freshwater snails with an operculum, aquatic prosobranch gastropod mollusks in the family Bithyniidae.",f511ca47-d536-41f6-a3bd-6809eb2e0320
Congo Basin,Coelatura alluaudi,,BIVALVIA,VU,Freshwater,https://upload.wikimedia.org/wikipedia/commons/5/59/Unio_pictorum_2.jpg,Wikimedia Commons,"Coelatura alluaudi is a species of freshwater mussel, an aquatic bivalve mollusk in the family Unionidae, the river mussels.",354ec877-96c3-49d0-94b2-edc8ffa45627
Congo Basin,Coelatura alluaudi,,BIVALVIA,VU,Freshwater,https://upload.wikimedia.org/wikipedia/commons/5/59/Unio_pictorum_2.jpg,Wikimedia Commons,"Coelatura alluaudi is a species of freshwater mussel, an aquatic bivalve mollusk in the family Unionidae, the river mussels.",df8d27e7-3884-4878-9c10-bb9e414c237f
Congo Basin,Lanistes nyassanus,,GASTROPODA,VU,Freshwater,https://upload.wikimedia.org/wikipedia/commons/0/00/Naturalis_Biodiversity_Center_-_RMNH.MOL.157543_-_Lanistes_nyassanus_%28Dohrn%2C_1865%29_-_Ampullariidae_-_Mollusc_shell.jpeg,Wikimedia Commons,"Lanistes nyassanus is a species of large freshwater snail, an aquatic gastropod mollusk with a gill and an operculum in the family Ampullariidae, the apple snails. The shell of this species is unusual in that it has left-handed shell-coiling.",9bbb4cb8-38d1-432a-8a19-ad3fce35f707
Congo Basin,Lanistes nyassanus,,GASTROPODA,VU,Freshwater,https://upload.wikimedia.org/wikipedia/commons/0/00/Naturalis_Biodiversity_Center_-_RMNH.MOL.157543_-_Lanistes_nyassanus_%28Dohrn%2C_1865%29_-_Ampullariidae_-_Mollusc_shell.jpeg,Wikimedia Commons,"Lanistes nyassanus is a species of large freshwater snail, an aquatic gastropod mollusk with a gill and an operculum in the family Ampullariidae, the apple snails. The shell of this species is unusual in that it has left-handed shell-coiling.",56b4a16e-0702-4170-88ac-0bb77a04cc29
Congo Basin,Atoconeura aethiopica,,INSECTA,VU,Freshwater,https://upload.wikimedia.org/wikipedia/commons/d/d7/Libellulidae_with_scale.jpg,Wikimedia Commons,Atoconeura aethiopica is a species of dragonfly in the family Libellulidae.,e6b541fd-18da-4f3f-a177-c0112d477dcb
Congo Basin,Atoconeura aethiopica,,INSECTA,VU,Freshwater,https://upload.wikimedia.org/wikipedia/commons/d/d7/Libellulidae_with_scale.jpg,Wikimedia Commons,Atoconeura aethiopica is a species of dragonfly in the family Libellulidae.,5940a804-c6af-4f71-9c2f-41ea572ff3e5
Congo Basin,Leptopelis uluguruensis,,AMPHIBIA,NT,Freshwater,https://upload.wikimedia.org/wikipedia/commons/3/32/Leptopelis_uluguruensis_femelle.jpg,Wikimedia Commons,"The Uluguru forest tree frog or ruby-eyed tree frog is a species of frog in the family Arthroleptidae endemic to Tanzania.
Its natural habitats are subtropical or tropical moist lowland forest, subtropical or tropical moist montane forest, rivers, and intermittent freshwater marshes.
It is threatened by habitat loss.",852ff821-36ef-4937-a64f-d5823313060b
Congo Basin,Leptodactylodon bicolor,,AMPHIBIA,NT,Freshwater,https://upload.wikimedia.org/wikipedia/commons/f/ff/Arthroleptis_stenodactylus_%2810.3897-zse.92.9948%29_Figure_3_%28cropped%29.jpg,Wikimedia Commons,Leptodactylodon bicolor is a species of frog in the family Arthroleptidae.,a86837ca-e07b-44ac-8f08-365a4003107e
Congo Basin,Leptodactylodon bicolor,,AMPHIBIA,NT,Freshwater,https://upload.wikimedia.org/wikipedia/commons/f/ff/Arthroleptis_stenodactylus_%2810.3897-zse.92.9948%29_Figure_3_%28cropped%29.jpg,Wikimedia Commons,Leptodactylodon bicolor is a species of frog in the family Arthroleptidae.,a436276a-bc01-4c89-ba0e-744e03b36e88
Congo Basin,Conus nobrei,,GASTROPODA,NT,Marine,https://upload.wikimedia.org/wikipedia/commons/5/54/Conus_nobrei_1.jpg,Wikimedia Commons,"Conus nobrei is a species of predatory sea snail, a marine gastropod mollusk in the family Conidae, the cone snails, cone shells or cones.",ac1f2d05-5594-4393-8059-a1b3ad3ebefd
Congo Basin,Conus zebroides,,GASTROPODA,NT,Marine,https://upload.wikimedia.org/wikipedia/commons/a/a1/Conus_zebroides_1.jpg,Wikimedia Commons,"Conus zebroides, common name, the Quaga cone, is a species of predatory sea snail, a marine gastropod mollusk in the family Conidae, known as the cone snails, cone shells or cones.",dd4c7ca8-d4ab-4c45-8466-8ec4f44b3bd1
Congo Basin,Anguilla mossambica,,ACTINOPTERYGII,NT,Marine,https://upload.wikimedia.org/wikipedia/commons/c/c2/Anguilla_mossambica.jpg,Wikimedia Commons,"The African longfin eel, also known simply as the longfin eel, is an eel in the family Anguillidae. It was described by Wilhelm Peters in 1852, originally under the genus Muraena. It is a tropical eel known from freshwaters in southern Kenya, Cape Agulhas, Madagascar, and New Caledonia. The eels spend most of their lives in freshwaters far inland, but migrate to the Western Indian Ocean to breed. Males can reach a maximum total length of 150 centimetres; females can reach a maximum standard length of 120 centimetres and a maximum weight of 5,000 grams. The eels can live for about 20 years. Juveniles and adults are known to feed off of carcasses, crabs, and bony fish.",434829c8-6bd4-46f7-8c3e-261577a93e7b
Congo Basin,Anguilla bengalensis,,ACTINOPTERYGII,NT,Marine,https://upload.wikimedia.org/wikipedia/commons/f/fc/Anguilla_bengalensis_bengalensis.jpg,Wikimedia Commons,"The mottled eel, also known as the African mottled eel, the Indian longfin eel, the Indian mottled eel, the long-finned eel or the river eel, is a demersal, catadromous eel in the family Anguillidae. It was described by John McClelland in 1844. It is a tropical, freshwater eel which is known from East Africa, Bangladesh, Andaman Islands, Mozambique, Malawi, Sri Lanka, Sumatra, and Indonesia and recently from Madagascar. The eels spend most of their lives in freshwater at a depth range of 3–10 metres, but migrate to the Indian Ocean to breed. Males can reach a maximum total length of 121 centimetres and a maximum weight of 7,000 grams. The eels feed primarily off of benthic crustaceans, mollusks, finfish and worms.",0560e7e6-05cb-427c-8a25-7f3e3d8b3b23
Congo Basin,Deckenia mitis,,MALACOSTRACA,NT,Freshwater,https://upload.wikimedia.org/wikipedia/commons/9/9b/Deckenia_imitatrix.jpg,Wikimedia Commons,"Deckenia is a genus of freshwater crabs from East Africa, in the family Potamonautidae, or sometimes in a family of its own, Deckeniidae. The genus was named by Hilgendorf after Karl Klaus von der Decken who collected the first examples during his expeditions to Africa. Both species live in swamps from Eyl in Somalia to Dar es Salaam, Tanzania, both in coastal areas and further inland. A third species, Deckenia alluaudi, lives in the Seychelles, and has been transferred to a separate genus, Seychellum.",16a1d939-3f8f-42d2-ba3b-473491dcdc65
Congo Basin,Deckenia mitis,,MALACOSTRACA,NT,Freshwater,https://upload.wikimedia.org/wikipedia/commons/9/9b/Deckenia_imitatrix.jpg,Wikimedia Commons,"Deckenia is a genus of freshwater crabs from East Africa, in the family Potamonautidae, or sometimes in a family of its own, Deckeniidae. The genus was named by Hilgendorf after Karl Klaus von der Decken who collected the first examples during his expeditions to Africa. Both species live in swamps from Eyl in Somalia to Dar es Salaam, Tanzania, both in coastal areas and further inland. A third species, Deckenia alluaudi, lives in the Seychelles, and has been transferred to a separate genus, Seychellum.",e45b7aad-8fcb-463b-9364-f14ef77d01ce
Congo Basin,Bulinus browni,,GASTROPODA,NT,Freshwater,https://upload.wikimedia.org/wikipedia/commons/5/5d/Biomphalaria_glabrata.jpg,Wikimedia Commons,"Bulinus browni is a species of freshwater snail, a gastropod in the Planorbidae family.",49145e62-e73a-4bdd-8a07-f472dfad5e6c
Congo Basin,Lanistes solidus,,GASTROPODA,NT,Freshwater,https://upload.wikimedia.org/wikipedia/commons/2/20/Afropomus_balanoidea_shell.png,Wikimedia Commons,"Lanistes solidus is a species of large freshwater snail, an aquatic gastropod mollusk with a gill and an operculum in the family Ampullariidae, the apple snails.",daa5aa4e-3b22-46e8-9967-832eedbb627e
Congo Basin,Burnupia stuhlmanni,,GASTROPODA,NT,Freshwater,https://upload.wikimedia.org/wikipedia/commons/5/5d/Biomphalaria_glabrata.jpg,Wikimedia Commons,"Burnupia stuhlmanni is a species of small freshwater snail or limpet, an aquatic gastropod mollusk which was formerly placed in the family Planorbidae, the ram's horn snails and their allies.",ffaefe0a-52a6-499c-ac02-f0f49b1aa7e3
Congo Basin,Burnupia stuhlmanni,,GASTROPODA,NT,Freshwater,https://upload.wikimedia.org/wikipedia/commons/5/5d/Biomphalaria_glabrata.jpg,Wikimedia Commons,"Burnupia stuhlmanni is a species of small freshwater snail or limpet, an aquatic gastropod mollusk which was formerly placed in the family Planorbidae, the ram's horn snails and their allies.",d8252269-3b62-404c-81b5-51470dcfe3c4
Congo Basin,Burnupia stuhlmanni,,GASTROPODA,NT,Freshwater,https://upload.wikimedia.org/wikipedia/commons/5/5d/Biomphalaria_glabrata.jpg,Wikimedia Commons,"Burnupia stuhlmanni is a species of small freshwater snail or limpet, an aquatic gastropod mollusk which was formerly placed in the family Planorbidae, the ram's horn snails and their allies.",cc494605-30e6-493d-a677-91201ed52140
Congo Basin,Potadoma freethi,,GASTROPODA,NT,Freshwater,https://upload.wikimedia.org/wikipedia/commons/b/ba/Potadoma_freethi_%28MNHN-IM-2000-33274%29.jpeg,Wikimedia Commons,Potadoma freethi is a species of gastropod belonging to the family Pachychilidae.,c8494d04-a2bc-4bec-ac5d-02be2eef8fd4
Congo Basin,Potadoma freethi,,GASTROPODA,NT,Freshwater,https://upload.wikimedia.org/wikipedia/commons/b/ba/Potadoma_freethi_%28MNHN-IM-2000-33274%29.jpeg,Wikimedia Commons,Potadoma freethi is a species of gastropod belonging to the family Pachychilidae.,a88f0df6-e764-41c6-be5b-71190363fde6
Congo Basin,Biomphalaria stanleyi,,GASTROPODA,NT,Freshwater,https://upload.wikimedia.org/wikipedia/commons/2/20/Naturalis_Biodiversity_Center_-_RMNH.MOL.238788_-_Biomphalaria_stanleyi_%28Smith%2C_1888%29_-_Planorbidae_-_Mollusc_shell.jpeg,Wikimedia Commons,"Biomphalaria stanleyi is a species of air-breathing freshwater snail, an aquatic pulmonate gastropod mollusk in the family Planorbidae, the ram's horn snails.",25aded8c-fd84-4c54-b4e2-010522fa7be2
Congo Basin,Hyperolius endjami,,AMPHIBIA,LC,Freshwater,https://upload.wikimedia.org/wikipedia/commons/0/00/Leptopelis_Barbouri.jpg,Wikimedia Commons,Hyperolius endjami is a species of frog in the family Hyperoliidae.,0b851e6f-9c24-49a3-8dfb-0d4ffee5777b
Congo Basin,Hylarana darlingi,,AMPHIBIA,LC,Freshwater,https://upload.wikimedia.org/wikipedia/commons/0/01/Amnirana_darlingi.jpg,Wikimedia Commons,"Amnirana darlingi, commonly known as Darling's golden-backed frog, is a species of frogs in the family Ranidae. It is found in eastern Angola, the Caprivi Strip of Namibia, extreme northern Botswana, extreme southern Democratic Republic of the Congo, Zambia, eastern and northern Zimbabwe, southern Malawi, and west-central Mozambique.",0d9c8110-904e-4979-890e-9f3c0c0b9be5
Congo Basin,Sclerophrys brauni,,AMPHIBIA,LC,Freshwater,https://upload.wikimedia.org/wikipedia/commons/5/5b/Bufo_periglenes2.jpg,Wikimedia Commons,Sclerophrys brauni is a species of toad in the family Bufonidae.,10e8e978-1d02-46ac-ac63-64cb97b15820
Congo Basin,Phrynomantis bifasciatus,,AMPHIBIA,LC,Freshwater,https://upload.wikimedia.org/wikipedia/commons/7/71/Banded_Rubber_Frog_%28Phrynomantis_bifasciatus%29_%287006396375%29.jpg,Wikimedia Commons,"The banded rubber frog is a species of frog in the family Microhylidae.
It is found in central and southern Africa.
Its natural habitats are dry savanna, moist savanna, subtropical or tropical dry shrubland, subtropical or tropical moist shrubland, subtropical or tropical dry lowland grassland, subtropical or tropical seasonally wet or flooded lowland grassland, subtropical or tropical high-altitude grassland, intermittent freshwater lakes, intermittent freshwater marshes, arable land, pastureland, water storage areas, ponds, and canals and ditches. The female can reach a maximum size of 65 mm whereas the 
tadpoles can reach a size of 37 mm. The maximum size of the male is yet unknown, but sizes differ from 45 mm to 68 mm.",1404b3c5-7dc7-4f8a-b19d-a582b011de87
Congo Basin,Petropedetes vulpiae,,AMPHIBIA,LC,Freshwater,https://upload.wikimedia.org/wikipedia/commons/f/f6/Fuch%27s_Water_Frog_%28Petropedetes_vulpiae%29_%287706547374%29.jpg,Wikimedia Commons,Petropedetes vulpiae is a species of African torrent frog found in eastern Nigeria to southern Gabon.,15b82ba1-c3e8-49ef-bc71-d7548b4b77cd
Congo Basin,Sclerophrys brauni,,AMPHIBIA,LC,Freshwater,https://upload.wikimedia.org/wikipedia/commons/5/5b/Bufo_periglenes2.jpg,Wikimedia Commons,Sclerophrys brauni is a species of toad in the family Bufonidae.,1d69e772-d79a-442c-808f-d48032f93066
Congo Basin,Hyperolius parkeri,,AMPHIBIA,LC,Freshwater,https://upload.wikimedia.org/wikipedia/commons/6/63/Hyperolius_parkeri_199019739.jpg,Wikimedia Commons,"Hyperolius parkeri is a species of frog in the family Hyperoliidae.
It is found in Kenya, Mozambique, and Tanzania.
Its natural habitats are subtropical or tropical dry forests, moist savanna, rivers, swamps, rural gardens, and heavily degraded former forest.",2422d171-e5da-4073-ad59-7991941837fe
Congo Basin,Hylarana lepus,,AMPHIBIA,LC,Freshwater,https://upload.wikimedia.org/wikipedia/commons/b/be/Female_Amnirana_lepus.jpg,Wikimedia Commons,"Amnirana lepus is a species of frog in the family Ranidae. It is found in Cameroon, Equatorial Guinea, Gabon, Central African Republic, Republic of the Congo, Democratic Republic of the Congo, and northern Angola. Common names Andersson's Cameroon frog, Andersson's white-lipped frog, and jumping white-lipped frog have been proposed for it.",472e21cd-e39e-43f0-8dc9-5fb225a1d607
Congo Basin,Leptopelis kivuensis,,AMPHIBIA,LC,Freshwater,https://upload.wikimedia.org/wikipedia/commons/8/8f/Kivu_Treefrog_%28Leptopelis_kivuensis%29_%287073641407%29_1.jpg,Wikimedia Commons,"Leptopelis kivuensis is a species of frog in the family Arthroleptidae. It is found in the highlands of western Burundi, Rwanda, and Uganda, and in the extreme eastern Democratic Republic of the Congo. It has been considered synonym of Leptopelis karissimbensis, and has been confused with that species. Common names Kisenyi forest treefrog and Kivu tree frog have been coined for it.",502852a5-27dc-4839-926d-564818b7555a
Congo Basin,Phrynobatrachus bequaerti,,AMPHIBIA,LC,Freshwater,https://upload.wikimedia.org/wikipedia/commons/b/ba/Phrynobatrachus_bequaerti-Africa_Museum_%282%29.jpg,Wikimedia Commons,"Phrynobatrachus bequaerti is a species of frog in the family Phrynobatrachidae. It is found in the mountains of north-western Burundi, eastern Democratic Republic of the Congo, and western Rwanda. The specific name bequaerti honours Joseph Charles Bequaert, a Belgian botanist, entomologist, and malacologist and who collected the holotype from Mount Vissoke. Common name Vissoke river frog has been coined for this species.",80d82dad-fb9c-4f6a-9bb4-73874f45bddb
Congo Basin,Hyperolius viridiflavus,,AMPHIBIA,LC,Freshwater,https://upload.wikimedia.org/wikipedia/commons/0/06/Hyperolius_viridiflavus_pantherinus.jpg,Wikimedia Commons,"The common reed frog is a species of tree frogs in the family Hyperoliidae found in Burundi, the Democratic Republic of the Congo, Ethiopia, Kenya, Rwanda, Sudan, Tanzania, and Uganda, and possibly the Central African Republic, Chad, and Eritrea. Its natural habitats are subtropical or tropical dry forest, subtropical or tropical moist lowland forest, subtropical or tropical moist montane forest, dry savanna, moist savanna, subtropical or tropical dry shrubland, subtropical or tropical moist shrubland, subtropical or tropical seasonally wet or flooded lowland grassland, subtropical or tropical high-altitude grassland, rivers, swamps, freshwater lakes, intermittent freshwater lakes, freshwater marshes, intermittent freshwater marshes, freshwater springs, arable land, pastureland, rural gardens, urban areas, heavily degraded former forests, water storage areas, ponds, irrigated land, seasonally flooded agricultural land, and canals and ditches.",8f69090d-17e6-4792-950c-82d54a95741a
